policy_id,insurance_price,minimal_payout,maximal_payout,duration_of_policy
972101,150,15000,404652,11
800350,200,20000,459235,214
595904,150,15000,468210,142
138204,100,10000,439602,6
584882,50,5000,486422,9
482279,100,10000,417165,61
350265,200,20000,419526,355
657587,200,20000,425989,119
590476,200,20000,434187,137
574042,100,10000,410635,325
121932,200,20000,434659,312
466208,100,10000,495378,343
879795,200,20000,437550,318
313362,50,5000,469721,274
826066,200,20000,497868,115
777261,350,35000,499513,85
826687,100,10000,414677,119
442664,50,5000,461684,304
126459,100,10000,454505,79
237973,200,20000,407446,200
361773,350,35000,420648,174
888721,350,35000,492662,3
699092,100,10000,405870,274
525735,150,15000,405170,167
640210,150,15000,495856,103
236985,100,10000,448968,326
337097,350,35000,469865,3
773524,200,20000,468815,38
889844,50,5000,426543,307
353813,100,10000,493312,236
568589,50,5000,471150,295
886929,50,5000,473164,229
349216,350,35000,490534,334
957290,200,20000,490113,46
551769,150,15000,438778,294
572371,150,15000,477780,250
394450,100,10000,407402,334
685439,350,35000,447890,59
476949,50,5000,462459,110
634581,100,10000,409788,3
903534,350,35000,455962,274
964158,150,15000,404938,322
628472,350,35000,476591,67
324176,50,5000,473064,207
266636,150,15000,422424,133
735465,350,35000,424956,88
542530,200,20000,404015,329
614199,100,10000,430357,86
408892,100,10000,474138,120
967644,200,20000,439753,262
602256,150,15000,412539,134
108484,150,15000,449448,94
908451,150,15000,492002,74
522736,50,5000,497732,267
793494,150,15000,403181,205
891308,150,15000,445148,152
746033,350,35000,476789,309
669477,350,35000,446832,291
683408,50,5000,404600,15
421917,350,35000,470112,53
138358,150,15000,478582,175
353535,100,10000,447856,171
915522,150,15000,484133,277
293523,200,20000,422728,2
182225,50,5000,400630,260
264345,200,20000,478061,36
210847,50,5000,485343,83
435691,200,20000,453998,109
570884,350,35000,489615,244
233760,200,20000,425667,44
570664,350,35000,470848,77
727528,100,10000,444369,200
920535,200,20000,498854,117
569658,200,20000,477146,33
943675,50,5000,415215,345
206367,150,15000,454731,167
903126,150,15000,462774,143
601437,50,5000,496608,203
434282,50,5000,480714,78
553249,350,35000,429606,105
994951,350,35000,448928,45
902511,100,10000,454745,99
916769,200,20000,404609,171
491733,350,35000,438484,296
169861,50,5000,420791,152
762772,150,15000,457639,60
161010,200,20000,493840,43
643395,200,20000,498853,55
229975,350,35000,419998,239
306818,100,10000,440012,357
612718,350,35000,473671,108
547009,150,15000,480688,130
201064,150,15000,467120,341
748076,200,20000,494376,256
285116,200,20000,475378,105
155562,150,15000,415476,230
374813,200,20000,493089,348
893409,100,10000,421416,137
575134,200,20000,477753,242
161598,150,15000,432698,58
725973,350,35000,435199,295
358270,350,35000,465810,78
818356,100,10000,455962,175
526778,150,15000,477284,254
390901,150,15000,484763,254
834380,200,20000,406102,280
678610,150,15000,467395,28
491147,50,5000,492546,10
951851,100,10000,416930,190
571034,50,5000,402303,134
160794,200,20000,426020,59
865247,350,35000,407289,207
281945,350,35000,452642,355
837061,350,35000,446631,62
989457,100,10000,417135,364
914362,50,5000,437502,200
671273,350,35000,415575,125
782765,100,10000,403647,291
454672,200,20000,477401,310
251391,150,15000,431661,82
791940,150,15000,414978,117
423934,200,20000,426494,358
336557,50,5000,413547,88
129914,100,10000,430261,216
568622,150,15000,485724,101
890115,50,5000,447016,102
865077,50,5000,449385,175
361497,50,5000,458634,25
715333,50,5000,455488,89
747909,50,5000,415377,182
600171,100,10000,489136,67
459108,350,35000,428543,334
435500,50,5000,437609,130
944876,200,20000,409984,159
985151,350,35000,440837,353
676029,200,20000,492513,263
446664,200,20000,418213,12
400153,100,10000,486052,284
235742,350,35000,405379,112
285113,100,10000,448241,39
539795,200,20000,411548,279
602193,200,20000,405614,222
523112,150,15000,413850,44
397198,150,15000,424970,31
699082,200,20000,409444,119
860525,350,35000,474582,192
881884,350,35000,426330,23
223119,200,20000,439468,235
984905,150,15000,401347,87
223743,50,5000,455301,194
298879,100,10000,443386,318
415029,100,10000,442459,5
257225,150,15000,452250,231
169071,350,35000,410933,272
558482,50,5000,487233,48
262627,200,20000,418363,66
624559,100,10000,441257,4
652234,200,20000,402360,318
668370,50,5000,463572,262
318764,150,15000,472183,252
711831,350,35000,432070,93
118194,50,5000,486761,193
928132,350,35000,400642,104
562409,350,35000,457917,286
324964,200,20000,415881,138
337345,50,5000,409965,243
761452,50,5000,439234,189
485050,100,10000,477252,104
273122,200,20000,486136,22
648884,100,10000,471957,340
603992,350,35000,455119,77
257400,350,35000,481596,117
748657,200,20000,450964,74
135659,200,20000,426979,88
808007,100,10000,422614,220
981893,150,15000,497471,358
128255,200,20000,439409,365
302098,50,5000,442395,19
322727,50,5000,438276,184
131158,350,35000,448625,344
225289,350,35000,459838,358
856818,350,35000,467424,250
472824,100,10000,497768,126
560418,150,15000,473089,223
529970,150,15000,491284,107
264159,200,20000,454534,221
899629,100,10000,449108,219
352431,150,15000,440191,270
273072,200,20000,488394,176
178081,100,10000,495420,300
100914,150,15000,484632,230
848325,150,15000,466186,88
140200,150,15000,406122,224
475039,200,20000,424180,221
253389,100,10000,433623,39
738457,100,10000,404270,12
861075,50,5000,434614,69
756955,150,15000,446920,97
186606,100,10000,410640,218
493425,200,20000,491553,62
390871,150,15000,442483,154
225179,50,5000,474877,235
542668,50,5000,458215,196
908329,350,35000,419204,182
689416,100,10000,466813,2
190702,350,35000,460108,158
813696,100,10000,420671,61
527498,200,20000,485877,315
775908,50,5000,417575,280
673564,100,10000,407433,126
164002,150,15000,487119,126
976771,200,20000,472054,35
917120,200,20000,414319,351
346875,350,35000,430722,231
812227,100,10000,455252,314
454099,200,20000,413094,282
376528,350,35000,496393,241
603810,100,10000,428528,291
812296,150,15000,410146,224
865028,50,5000,440286,327
945548,150,15000,440982,32
599048,200,20000,441396,183
703092,100,10000,472515,95
934558,350,35000,431657,323
548200,100,10000,408694,24
495826,100,10000,420644,242
970381,50,5000,439442,362
662322,50,5000,441372,205
719738,50,5000,456463,5
260974,200,20000,430043,242
242969,200,20000,420651,123
585654,200,20000,438880,14
111617,150,15000,411366,136
679274,200,20000,450778,33
785600,200,20000,449842,219
499882,350,35000,425491,320
181734,200,20000,486563,355
605186,200,20000,417285,153
568030,100,10000,427818,10
925152,150,15000,411302,199
955869,100,10000,461561,108
102380,350,35000,455416,332
698129,100,10000,462495,277
819288,150,15000,457602,65
710699,50,5000,470550,290
558859,150,15000,446870,202
220970,100,10000,452682,222
927612,150,15000,477204,119
996182,50,5000,449559,194
622684,350,35000,453111,268
930867,150,15000,469028,213
508375,50,5000,429363,289
962727,200,20000,477210,181
217352,100,10000,491613,158
457496,150,15000,436812,144
989149,350,35000,452269,133
576707,150,15000,446770,148
575029,200,20000,431133,72
830705,350,35000,410864,24
371241,100,10000,437529,164
166002,350,35000,492419,74
732542,50,5000,418025,15
508215,150,15000,484051,286
576501,150,15000,482734,36
808538,350,35000,409468,282
960676,200,20000,432610,365
375321,200,20000,459887,77
917442,200,20000,437957,240
807584,150,15000,427140,81
926897,200,20000,469270,201
569131,200,20000,455204,64
295367,350,35000,439824,311
282901,200,20000,449234,218
900723,200,20000,482017,143
919659,350,35000,467738,339
148149,200,20000,404521,108
181878,350,35000,404600,269
550065,200,20000,417894,358
732492,350,35000,499343,208
847034,50,5000,463261,187
875788,50,5000,495484,137
882093,150,15000,472176,361
117908,200,20000,421182,210
248338,150,15000,489782,345
950356,100,10000,478597,83
426918,50,5000,429509,17
504452,150,15000,453117,279
687750,200,20000,401705,91
646024,100,10000,439174,212
147004,200,20000,439121,284
237811,200,20000,434192,63
723718,100,10000,413437,27
872262,200,20000,456272,342
843819,150,15000,425846,192
906192,50,5000,447965,141
963064,50,5000,489719,130
278442,100,10000,457817,121
636366,200,20000,481533,191
620456,100,10000,489569,168
124737,150,15000,496646,165
895093,150,15000,473326,269
698674,200,20000,485971,175
837001,200,20000,492689,105
675692,200,20000,447833,63
396744,200,20000,487312,128
365398,200,20000,401551,90
676029,50,5000,433342,22
881137,50,5000,430891,111
523600,200,20000,480384,149
836510,100,10000,404587,173
433072,50,5000,455818,244
797811,200,20000,482734,79
720462,150,15000,432145,161
803109,150,15000,483848,99
231835,200,20000,462234,59
912262,350,35000,436989,156
999546,100,10000,492825,33
791151,100,10000,483952,192
396268,200,20000,480315,105
426389,150,15000,444041,211
821622,350,35000,458041,158
929328,150,15000,434749,54
181062,200,20000,450640,219
648455,200,20000,492065,44
803993,50,5000,404036,326
329557,50,5000,429365,179
167843,100,10000,411444,250
971214,200,20000,446920,345
449181,200,20000,443788,318
668600,350,35000,486013,94
251794,100,10000,448832,193
893860,100,10000,479929,329
881121,50,5000,457012,344
592212,150,15000,435147,187
871755,150,15000,492497,200
975437,50,5000,472828,257
198107,50,5000,457872,296
662755,150,15000,465926,62
262466,150,15000,405834,103
306438,150,15000,403467,109
277994,200,20000,434014,242
731629,200,20000,430606,163
773394,100,10000,473208,240
400752,100,10000,497792,347
177914,100,10000,456790,250
179707,350,35000,415728,235
110410,150,15000,496537,218
415436,100,10000,437762,225
584215,350,35000,403850,174
270203,50,5000,442614,268
733966,50,5000,478069,239
589550,100,10000,450015,285
563306,150,15000,451380,207
899541,100,10000,485848,47
586748,50,5000,498366,159
686956,200,20000,463019,110
468432,50,5000,484476,196
699811,50,5000,442240,274
402259,100,10000,424027,191
647422,150,15000,486972,291
874711,100,10000,451950,285
836752,150,15000,498646,231
911179,350,35000,455617,162
243294,100,10000,473637,216
497324,100,10000,414810,23
248238,50,5000,457147,217
130940,100,10000,479749,289
506079,50,5000,438525,44
641138,100,10000,463753,305
323414,350,35000,407539,79
189745,200,20000,429966,355
392003,350,35000,454322,146
208794,200,20000,498466,221
411821,350,35000,427682,185
917247,150,15000,444409,220
493433,100,10000,414427,355
888140,150,15000,439462,288
733005,50,5000,462021,203
463839,150,15000,488890,181
105184,150,15000,466603,139
803318,100,10000,479016,206
495016,200,20000,408348,158
630047,100,10000,402378,133
799605,150,15000,429024,151
526959,150,15000,488677,216
752754,200,20000,447789,180
632003,150,15000,498052,193
963910,100,10000,432936,133
403843,50,5000,414241,96
633983,350,35000,471297,63
363838,150,15000,423283,106
680697,350,35000,404916,186
829428,200,20000,427709,348
765707,150,15000,492659,331
276156,50,5000,459126,350
772669,100,10000,462088,22
228430,200,20000,460057,230
247953,100,10000,467007,23
482673,200,20000,462028,325
955009,50,5000,486099,139
887731,200,20000,438571,19
721722,350,35000,445966,343
809469,350,35000,474778,297
316293,350,35000,482290,344
377827,150,15000,468955,51
615242,50,5000,449973,252
164862,150,15000,431573,252
106401,150,15000,479783,5
664472,200,20000,464811,198
759641,150,15000,497231,19
801549,200,20000,421924,3
407180,100,10000,424735,286
335358,100,10000,427819,13
958644,150,15000,463436,333
105826,150,15000,470422,81
357410,150,15000,458660,139
796437,150,15000,413076,211
245166,150,15000,402587,30
811666,150,15000,457324,283
406530,50,5000,469142,71
804196,200,20000,401906,316
510422,50,5000,404374,260
390824,50,5000,404485,274
895399,100,10000,474375,192
295547,150,15000,453210,157
937218,50,5000,436945,328
749021,350,35000,448475,295
887587,150,15000,496633,336
363815,350,35000,437430,337
501711,150,15000,464706,340
451541,350,35000,466613,211
944642,150,15000,478124,282
510633,150,15000,484755,168
866512,100,10000,464992,321
332417,50,5000,490251,365
646894,100,10000,439563,25
966991,350,35000,400136,291
615323,150,15000,498235,323
685018,50,5000,418488,203
152836,350,35000,441228,97
314068,100,10000,413853,182
366386,50,5000,447318,91
268705,350,35000,471539,318
154593,350,35000,411599,288
646535,100,10000,476458,296
710774,200,20000,421425,284
122020,200,20000,472319,289
863374,50,5000,402552,203
927383,100,10000,441131,116
981443,200,20000,410048,102
699175,150,15000,422242,134
624263,350,35000,447881,252
402644,200,20000,427102,176
446076,350,35000,453258,13
329204,350,35000,409913,8
363911,200,20000,496087,29
620976,150,15000,493400,345
659266,50,5000,417432,113
436204,150,15000,468606,155
617431,350,35000,498719,211
879347,350,35000,432783,334
426957,350,35000,493086,325
311246,50,5000,476880,108
995651,200,20000,410775,159
972215,100,10000,417437,239
333866,50,5000,424941,193
901819,150,15000,495604,221
633812,100,10000,406682,146
611246,350,35000,438156,131
148842,150,15000,499514,146
466381,150,15000,411806,220
916639,100,10000,427704,168
532177,150,15000,428130,89
286773,200,20000,444197,6
163220,100,10000,404944,265
199469,350,35000,454091,287
309453,100,10000,453203,9
218951,50,5000,464358,287
205276,350,35000,479066,151
373203,150,15000,435953,54
719712,350,35000,457662,256
743196,350,35000,454135,26
853761,350,35000,424337,320
829542,100,10000,434492,6
567457,100,10000,434253,217
648329,350,35000,494870,85
409505,100,10000,497392,246
604802,350,35000,496971,343
581339,100,10000,499493,124
341277,350,35000,466053,349
100648,50,5000,483762,243
872478,100,10000,484470,326
190537,100,10000,458814,42
141521,350,35000,412047,364
439999,150,15000,451738,316
396133,150,15000,410102,211
465774,150,15000,436543,222
548589,150,15000,426239,40
198416,350,35000,476054,246
199456,150,15000,409723,335
648473,350,35000,454342,110
674503,200,20000,495299,65
659828,350,35000,447261,195
195357,150,15000,402245,359
867945,100,10000,409515,176
562049,50,5000,410900,85
836918,100,10000,420821,228
675718,50,5000,476456,336
460927,200,20000,434774,116
664843,100,10000,427476,284
438803,200,20000,402089,288
773132,350,35000,484192,158
118453,350,35000,428692,2
972965,50,5000,474947,32
117330,100,10000,438888,285
558984,50,5000,425095,263
441459,50,5000,467080,168
679893,200,20000,426097,164
778449,150,15000,439602,44
941722,100,10000,404257,346
989910,350,35000,494981,215
739330,50,5000,407751,300
826333,150,15000,497634,195
798038,50,5000,427742,204
866554,150,15000,441499,130
253440,350,35000,468974,241
221576,150,15000,432374,117
458110,150,15000,483658,32
400678,350,35000,464746,239
763607,350,35000,459921,63
264587,100,10000,492639,354
618596,150,15000,445690,199
576794,200,20000,412814,62
315017,350,35000,400488,53
872952,150,15000,445381,341
737550,150,15000,423816,244
406366,350,35000,401717,46
106290,100,10000,432870,39
768928,100,10000,484174,343
459063,100,10000,475022,68
745506,200,20000,454938,158
743243,50,5000,491476,324
433418,200,20000,426704,279
396903,150,15000,424505,16
386604,100,10000,430293,103
863526,200,20000,430825,107
131258,100,10000,433762,219
368921,350,35000,457937,250
480567,100,10000,499467,203
201500,200,20000,427268,335
434248,350,35000,436729,94
411651,150,15000,471554,211
393067,100,10000,469818,93
329084,100,10000,408971,364
672743,150,15000,425645,154
727997,150,15000,412089,169
883505,100,10000,493371,263
548461,150,15000,417239,200
704158,350,35000,462141,3
934841,50,5000,420408,184
487476,50,5000,443992,294
486080,350,35000,458207,34
700414,50,5000,471670,39
313928,50,5000,477382,44
811000,200,20000,421344,54
575670,100,10000,454531,293
111491,50,5000,488439,146
164940,350,35000,433969,78
746047,50,5000,448489,103
290598,200,20000,420907,302
646500,100,10000,498136,196
622322,350,35000,422418,355
665145,200,20000,429684,6
714032,200,20000,487449,130
795416,350,35000,489728,121
888902,350,35000,442048,363
294143,100,10000,409825,278
813724,100,10000,476930,192
980188,350,35000,432818,359
625663,150,15000,438726,24
130176,100,10000,429418,360
821317,100,10000,426769,20
399860,200,20000,493626,208
760533,50,5000,412743,329
811540,150,15000,497506,362
209917,150,15000,436154,227
684242,50,5000,472688,56
979045,350,35000,452679,144
378249,200,20000,416944,136
109843,100,10000,456208,279
869270,100,10000,451040,57
315850,100,10000,480494,301
480880,50,5000,462142,82
794543,350,35000,451206,225
312288,50,5000,493124,248
325245,100,10000,415669,342
879864,200,20000,427583,117
239121,50,5000,403194,51
254755,50,5000,451256,324
396839,50,5000,462759,289
476886,350,35000,422130,135
796334,100,10000,483157,35
870469,200,20000,467478,4
782517,50,5000,422621,245
815988,100,10000,405034,49
883737,150,15000,426212,34
947489,150,15000,450583,152
282952,350,35000,430622,365
726123,150,15000,454435,50
382521,200,20000,468361,81
874881,350,35000,490250,67
173639,350,35000,422273,84
842404,150,15000,497082,310
340712,150,15000,454995,358
376940,350,35000,426529,200
926336,50,5000,436763,199
938673,350,35000,400211,190
238428,150,15000,412697,82
352161,350,35000,475734,154
725146,200,20000,467238,221
765995,150,15000,407140,341
726306,100,10000,417703,36
590794,350,35000,445056,274
377810,100,10000,401872,119
417823,350,35000,450824,60
707122,100,10000,436772,94
644596,200,20000,467746,241
260935,200,20000,409534,332
247558,150,15000,468669,121
234057,50,5000,449154,330
299284,200,20000,412961,87
181192,200,20000,464002,160
892211,200,20000,499146,75
525383,350,35000,453483,167
362961,350,35000,431325,169
669019,100,10000,467942,50
266607,50,5000,449327,310
220237,200,20000,400113,278
695302,50,5000,411201,124
268085,50,5000,423169,107
257282,50,5000,476266,51
251363,50,5000,498118,285
697292,50,5000,495972,287
442894,50,5000,443539,84
385267,100,10000,478198,46
346531,200,20000,468792,274
849708,350,35000,445456,354
171577,100,10000,483850,118
466763,150,15000,432770,272
897463,350,35000,408578,55
110889,50,5000,480604,335
117813,50,5000,437492,100
984254,200,20000,424908,170
928142,200,20000,433884,40
158034,150,15000,467512,76
724921,100,10000,424104,47
515881,100,10000,463043,104
868754,50,5000,459307,310
988811,200,20000,470206,203
750604,350,35000,456207,171
455086,100,10000,477429,101
969362,150,15000,499970,211
484705,350,35000,418303,162
878564,200,20000,455043,252
734762,200,20000,485094,325
183873,100,10000,427891,113
945463,100,10000,476357,222
788394,50,5000,492929,330
745533,50,5000,494077,234
563511,350,35000,425466,133
875760,100,10000,498990,357
886735,150,15000,415995,174
537024,350,35000,493564,322
286161,200,20000,492458,40
249119,200,20000,406463,49
261688,350,35000,438208,165
221221,100,10000,435060,43
952917,350,35000,405753,21
285854,100,10000,497212,234
347686,100,10000,455241,70
732155,100,10000,468445,190
116913,150,15000,470732,114
702398,150,15000,461136,32
479480,350,35000,445516,230
822249,200,20000,455434,125
314740,350,35000,442939,48
566085,100,10000,433433,196
202004,50,5000,421644,22
509127,350,35000,427845,61
208311,50,5000,471977,111
148483,350,35000,470453,299
347662,200,20000,481144,41
336917,350,35000,467242,198
948185,350,35000,419789,31
716072,200,20000,494152,70
210736,150,15000,418513,262
559525,150,15000,466513,267
608166,350,35000,440861,190
357628,200,20000,433243,96
107742,150,15000,499973,186
458097,200,20000,475662,160
431239,200,20000,458013,308
470823,100,10000,475207,164
485904,50,5000,417336,176
517025,350,35000,438846,248
153181,150,15000,414231,31
243984,350,35000,486787,11
369413,150,15000,445934,327
714374,200,20000,471267,182
992604,350,35000,492738,305
797755,200,20000,494093,119
781134,50,5000,497321,244
609581,350,35000,465173,291
888087,150,15000,458249,21
293624,50,5000,435069,125
621965,100,10000,478217,102
403864,350,35000,433299,215
571081,50,5000,464023,57
304557,200,20000,427673,67
449224,200,20000,483575,80
322724,150,15000,489506,81
159394,100,10000,474991,362
757026,150,15000,496451,180
425764,150,15000,477399,284
456883,100,10000,482471,288
714676,50,5000,424288,67
588673,200,20000,428790,167
754249,50,5000,415939,204
651351,350,35000,401113,86
529341,350,35000,441717,147
650562,50,5000,490116,22
688128,200,20000,466706,352
686719,200,20000,465925,233
107763,350,35000,463307,195
440881,50,5000,414386,355
967662,200,20000,436834,311
591268,350,35000,470036,179
993744,150,15000,486067,72
978367,150,15000,477997,125
122856,100,10000,475373,270
817612,50,5000,422911,260
372358,50,5000,412912,136
651481,350,35000,490146,347
712814,150,15000,427843,305
944739,50,5000,453749,351
831263,100,10000,435645,364
554875,50,5000,406136,209
620829,50,5000,499836,200
784360,50,5000,414221,217
108087,100,10000,404013,66
787321,50,5000,461810,136
381200,150,15000,400544,125
725684,200,20000,472975,74
187560,150,15000,478039,58
726315,350,35000,455462,302
242945,150,15000,481468,66
910674,50,5000,428277,342
899445,150,15000,429611,113
749317,150,15000,460483,139
680493,150,15000,459516,213
837816,200,20000,471906,74
996260,350,35000,436364,17
793657,150,15000,450916,328
514026,150,15000,446774,46
459385,350,35000,431773,249
822470,200,20000,472612,137
976707,350,35000,400105,205
282141,50,5000,473377,288
584421,350,35000,470231,251
873023,200,20000,402094,132
581567,150,15000,488035,239
678100,200,20000,484968,200
298487,50,5000,482356,241
858093,150,15000,486098,184
670248,100,10000,456806,294
621463,150,15000,411588,343
734431,350,35000,441250,222
655435,150,15000,413950,264
799452,200,20000,436715,201
537549,150,15000,440043,3
382803,150,15000,445887,177
305514,350,35000,416398,85
987160,350,35000,497676,285
931910,100,10000,435805,77
970070,350,35000,439503,204
773426,200,20000,448347,184
479652,200,20000,463385,85
547387,200,20000,476400,127
711466,150,15000,447354,64
360382,50,5000,431331,76
182304,200,20000,424736,142
331046,350,35000,495572,30
381130,200,20000,412016,330
216111,200,20000,498450,8
914435,50,5000,426062,102
225172,100,10000,455007,273
564796,200,20000,439466,148
910706,50,5000,424962,315
557183,150,15000,432215,254
388468,150,15000,467759,234
889555,150,15000,466452,147
572122,100,10000,451085,302
771672,50,5000,461570,63
772070,200,20000,403719,265
481715,100,10000,476707,134
367610,50,5000,445651,180
151296,50,5000,460642,111
740172,100,10000,403059,138
372398,100,10000,421188,82
324858,100,10000,438746,62
453253,200,20000,476859,110
633562,350,35000,478728,107
776019,100,10000,429723,144
287888,150,15000,443585,299
806525,150,15000,461839,6
291659,50,5000,418865,335
988268,100,10000,487859,270
817530,350,35000,467503,6
436283,100,10000,468228,116
879195,200,20000,435685,145
525524,200,20000,497764,363
428374,150,15000,483621,326
477617,200,20000,405825,140
256081,50,5000,433259,315
596303,50,5000,438278,289
918311,150,15000,454597,291
615579,100,10000,497599,357
111892,150,15000,451859,322
543458,200,20000,470092,73
893594,200,20000,466814,79
510838,350,35000,416777,233
189003,350,35000,429712,144
418138,150,15000,427326,18
866418,200,20000,400380,248
255544,150,15000,450234,113
596813,200,20000,417689,218
160311,350,35000,401120,254
280299,350,35000,413040,186
823018,100,10000,408168,123
339127,200,20000,452530,49
890886,350,35000,408824,214
206602,350,35000,458838,147
852064,100,10000,417389,218
570685,100,10000,456152,361
899872,350,35000,472453,88
814886,100,10000,443611,233
640280,50,5000,422651,319
296567,200,20000,482742,3
778770,200,20000,461844,88
837563,200,20000,415771,315
509177,150,15000,479432,227
801423,100,10000,430521,182
495681,100,10000,481139,46
363733,100,10000,450352,117
611175,350,35000,431883,295
145002,150,15000,482572,94
423120,150,15000,457952,121
242194,200,20000,453275,234
469800,350,35000,456080,296
239495,150,15000,427587,147
141272,50,5000,441097,134
328206,350,35000,451300,365
709103,150,15000,499922,313
757787,100,10000,417134,61
320665,350,35000,457297,235
845303,100,10000,434845,93
599468,100,10000,446093,215
154404,100,10000,431444,173
424775,50,5000,402618,246
532213,200,20000,453512,293
581114,100,10000,476853,219
364812,150,15000,476960,192
791847,350,35000,459854,68
391711,200,20000,405826,230
835616,50,5000,421957,133
406102,200,20000,424501,1
251497,150,15000,498951,236
924554,100,10000,481433,249
933780,200,20000,444932,249
899060,200,20000,400540,271
376341,200,20000,402656,14
150791,200,20000,411337,346
293792,100,10000,437477,147
156448,100,10000,400189,196
708162,150,15000,487906,8
700554,150,15000,411300,195
845200,350,35000,451978,81
336809,200,20000,430815,112
962086,100,10000,475404,50
828165,350,35000,463598,69
114045,350,35000,497571,216
795780,100,10000,462542,139
314327,100,10000,465490,310
802004,200,20000,443091,27
591513,350,35000,406067,148
112843,200,20000,457497,246
665735,200,20000,460925,251
834727,350,35000,462460,60
812083,50,5000,420965,299
165153,350,35000,450880,25
830275,200,20000,457495,124
759170,150,15000,454417,22
742035,200,20000,456991,112
947305,200,20000,413908,24
476207,150,15000,448873,126
